lon,lat,weapontype,attacktype,targettype
-121.96,37.24,1482,1146,1327
-122.55,37.91,1137,683,725
-122.16,37.44,1198,398,3525
-80.65,41.1,1137,683,2104
-117.72,34.1,1482,1146,2104
-117.71,34.1,1482,1146,1089
-117.72,34.11,1482,1146,1089
-122.55,37.91,1137,683,1089
-118.2,34.03,1137,683,725
-122.27,37.81,1137,683,725
-118.22,34.07,1137,683,725
-58.91,-34.46,1198,398,2104
-118.25,34.05,1137,683,725
-118.25,34.05,1137,683,725
-121.96,37.24,1482,1146,725
-122.27,37.87,2077,486,2104
-121.89,37.34,1482,1146,2104
-71.0,42.21,1137,683,1327
-122.03,36.97,1137,683,725
-1.64,42.82,1137,683,1713
-68.15,-16.5,3514,1451,725
32.87,39.92,1137,683,2104
-121.84,39.73,1482,1146,2104
-119.79,36.74,1137,683,3269
-122.41,37.62,1482,1146,725
51.42,35.7,1137,683,1326
2.17,41.39,1137,683,1327
-121.84,39.73,1137,683,725
-121.84,39.73,1482,1146,725
-111.94,33.43,1482,1146,1089
-94.63,39.11,1482,1146,2104
-117.33,33.97,1137,683,1089
13.33,52.51,1137,683,725
-66.92,10.5,1137,683,2104
-122.03,37.32,1137,683,3525
-118.17,34.02,1137,683,3525
-122.35,37.58,1482,1146,2104
-118.62,38.53,1137,683,2104
-91.53,41.66,1137,683,1327
-1.98,43.32,3514,1451,1326
-5.93,54.6,1482,1146,725
-118.27,34.02,1137,683,1327
-122.27,37.87,1137,683,725
-79.79,36.07,1137,683,1089
-118.16,34.19,1482,1146,725
-69.95,18.46,1137,486,1327
-118.25,34.05,1137,683,725
-118.61,34.17,1482,1146,725
-118.61,34.25,1482,1146,725
-76.71,39.33,1482,1146,2104
-80.05,26.71,1137,683,2644
-87.63,41.88,1198,398,2585
51.42,35.7,1198,398,725
32.87,39.92,1137,683,1326
20.9,37.74,1482,398,2104
28.97,41.01,3514,1451,1326
13.4,52.52,1482,1146,2585
48.64,31.29,3514,3514,3351
13.4,52.52,1482,1146,2585
13.4,52.52,1482,1146,2585
13.4,52.52,1482,1146,2585
-73.97,40.78,1198,398,2585
-121.89,37.34,1482,1146,725
-74.01,40.71,1198,486,2585
-122.41,37.62,1482,1146,1713
-5.93,54.6,1198,486,2104
-64.18,-31.4,3514,1451,725
-122.27,37.81,1137,683,725
-122.06,37.9,1137,683,3525
-5.93,54.6,1137,683,2104
-87.82,41.77,1137,683,2585
-1.98,43.32,3514,1451,1326
-89.17,37.0,1198,398,2585
-118.18,34.07,1137,683,725
-0.14,38.95,1137,683,3269
-74.01,40.71,1198,398,725
-122.18,37.45,1137,683,725
-122.64,38.23,1137,683,725
45.04,12.81,1137,683,2032
-118.33,34.08,1137,683,1713
-118.1,34.13,1137,683,1713
-3.7,40.42,1137,683,1327
-118.25,34.05,1137,683,3350
-118.32,34.08,1137,683,1713
-118.17,34.02,1137,683,1326
-122.03,36.97,1137,683,1327
-118.26,34.03,1137,683,1713
-74.01,40.71,1198,398,725
-121.89,37.34,1137,683,1327
-73.63,40.86,1137,683,1326
-118.17,34.06,1137,683,1089
-118.2,34.07,1137,683,1089
-122.27,37.81,1137,683,725
-118.18,34.04,1137,683,1089
-73.59,40.66,1482,1146,1327
-118.25,34.05,1137,683,725
-2.92,43.26,1137,683,725
-74.01,40.71,1137,683,725
-118.2,34.06,1137,683,2104
-1.64,42.82,1137,683,725
-121.89,37.34,1137,683,1327
-118.12,34.02,1482,1146,1089
-118.25,34.05,1137,683,725
-118.25,34.05,1137,683,1327
-71.41,41.82,1137,683,1327
-117.16,32.72,1137,683,1327
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
-2.47,43.18,1137,683,2644
-3.7,40.42,1137,683,3351
0.63,41.61,1137,683,3525
-118.14,34.04,1137,683,725
-122.42,37.78,1198,1450,725
-122.0,37.0,1137,683,2104
-74.01,40.71,1482,398,1326
27.37,37.95,1137,683,725
-64.18,-31.4,3514,486,2104
-122.09,37.09,1482,1146,725
2.17,41.39,1137,683,725
-118.4,34.07,1137,683,725
-5.93,54.6,1198,486,2104
-5.93,54.6,1137,683,725
-7.54,54.79,1198,486,2104
-7.32,54.99,1198,486,2104
-74.01,40.71,1137,683,725
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-80.0,40.44,1137,683,725
-5.93,54.6,1198,486,2104
-84.45,33.45,3514,3514,2585
-84.39,33.75,1198,398,725
-72.51,42.76,1198,398,3525
-81.69,41.5,1137,683,3553
-74.01,40.71,1137,683,725
-74.03,40.74,1482,1146,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.01,40.71,1137,683,725
-74.03,40.74,1482,1146,725
-74.03,40.74,1482,1146,725
-74.03,40.74,1482,1146,725
-74.03,40.74,1482,1146,725
-74.03,40.74,1482,1146,725
-73.93,40.85,1137,683,1089
-74.01,40.71,1198,398,725
-3.7,40.42,1137,683,98
-87.5,41.58,1482,1146,1327
-3.7,40.42,1137,683,98
-5.93,54.6,1198,486,2104
-5.93,54.6,1137,683,725
-118.25,34.05,1482,1146,725
-122.42,37.78,1198,398,2585
12.49,41.89,1137,1427,98
-122.42,37.78,3514,683,2585
-121.49,38.58,1137,683,1327
-122.31,37.55,1137,683,1327
-122.42,37.78,1198,398,2585
-118.23,34.0,1137,683,725
-122.42,37.78,1137,683,725
-6.61,54.08,1198,486,2104
-5.93,54.6,1198,486,2104
-83.29,42.64,1137,683,3351
104.92,11.56,1137,486,1326
104.92,11.56,1137,486,1326
-84.99,32.46,1137,683,1089
-80.62,35.49,1482,1146,1089
-79.01,35.14,1137,683,2104
-7.65,54.23,1198,486,2104
-5.93,54.6,1198,486,2104
-6.33,54.18,1137,683,2104
-122.42,37.78,1137,683,725
35.5,33.89,3514,1427,98
-6.09,54.55,1137,683,2104
-5.93,54.6,1137,683,2644
-5.93,54.6,1137,683,2644
-7.32,54.99,1198,486,2104
-6.74,54.53,1198,486,2104
-5.93,54.6,1198,486,2104
35.21,31.77,1137,683,3350
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
-73.76,42.65,1137,683,1327
-5.93,54.6,1198,486,2104
-7.47,54.82,1198,486,2585
-74.42,40.62,1198,398,2585
12.49,41.89,1137,683,98
-74.01,40.71,1482,1146,1326
-74.01,40.71,1137,683,1326
51.42,35.7,3514,1451,1327
13.33,52.51,1482,1146,1327
-74.01,40.71,1482,1146,725
-118.25,34.05,1137,683,725
-122.68,45.51,1137,683,2104
-83.05,42.33,1137,1427,98
-7.32,54.99,1198,486,2104
-5.93,54.6,1137,683,725
-7.32,54.99,1198,486,2104
-0.13,51.5,3514,1451,1326
-5.93,54.6,1198,486,2104
-6.03,54.53,1137,683,3525
-5.93,54.6,1198,486,2104
-82.46,27.95,1482,1146,2104
-5.93,54.6,1137,683,2104
35.93,31.95,3514,1427,98
-84.39,33.75,1198,398,725
-5.93,54.6,1137,683,725
51.42,35.7,1198,398,2104
28.97,41.01,1137,683,1326
-122.03,36.97,1137,683,725
-122.42,37.78,1137,683,1326
-71.06,42.36,1137,683,1089
-5.93,54.6,1198,486,2585
-5.93,54.6,1198,486,2104
-7.32,54.99,1198,486,2104
-5.93,54.6,1198,486,2104
-118.25,34.05,1137,683,725
-74.01,40.71,1198,398,1326
-5.93,54.6,1198,486,2104
-5.93,54.6,1137,683,725
-5.93,54.6,1198,486,2644
-7.32,54.99,1137,683,2104
-6.27,53.34,1198,486,2644
-73.56,40.65,1482,1146,1089
-5.93,54.6,1198,486,2585
2.16,41.36,1137,683,3269
-118.25,34.05,1482,1146,725
-5.93,54.6,1137,683,725
-84.39,33.75,1198,486,2585
-46.63,-23.55,1482,1146,725
-46.63,-23.55,1482,1146,725
-46.63,-23.55,1482,398,1326
27.13,38.42,3514,1451,725
-6.34,54.47,1198,486,2104
-7.32,54.99,1198,486,2104
35.93,31.95,1137,683,725
-73.97,40.78,1137,683,2104
-5.93,54.6,1198,486,2585
-5.93,54.6,1198,486,2032
-97.45,35.21,1482,1146,1089
-71.11,42.37,1137,683,725
-122.42,37.78,1482,1146,725
-97.45,35.21,1198,398,1089
-97.45,35.21,1482,1146,1089
-116.21,43.62,1137,683,2104
-71.29,42.3,1137,683,725
-73.33,40.76,1137,683,725
-5.93,54.6,1198,486,2104
13.33,52.51,1482,1146,725
-75.12,39.95,1482,1146,725
151.21,-33.87,1137,683,725
-7.47,54.82,1198,398,2104
-6.34,54.47,1137,683,2104
-6.33,54.18,1137,683,2104
-5.93,54.6,1198,486,2104
31.25,30.05,1198,486,1327
-5.93,54.6,1198,486,2585
-2.47,43.18,1137,683,1327
13.33,52.51,1198,398,1089
-6.61,54.08,1198,486,2104
52.58,29.59,1137,683,2104
-81.51,41.08,1482,1146,2104
-5.93,54.6,1137,683,725
-5.93,54.6,1198,486,2104
-74.01,40.71,1137,683,725
-5.93,54.6,1137,683,2352
-93.53,44.8,1137,683,725
-122.14,37.44,1137,683,1089
-6.84,54.35,1198,486,2104
-5.93,54.6,1198,486,2644
-1.99,43.25,1482,1146,725
-7.54,54.79,1198,486,2104
-5.93,54.6,1137,683,725
-7.47,54.82,1137,486,1327
-0.13,51.5,3514,486,1326
6.14,46.2,1137,486,1326
-71.1,42.37,1137,683,725
-5.93,54.6,1198,486,2104
-5.93,54.6,1137,683,725
-5.93,54.6,1198,486,2104
-71.11,42.37,1137,683,2585
-5.93,54.6,1137,683,725
-75.12,39.95,1482,1146,725
32.87,39.92,1137,683,1326
-7.32,54.99,1198,486,2104
-79.52,8.99,1137,683,98
122.75,11.59,1137,683,98
-2.61,43.15,3514,1451,725
-59.03,-34.1,1198,398,2644
-5.93,54.6,1198,486,2104
-78.88,42.89,1137,683,1327
-117.16,32.72,1198,486,2644
-122.42,37.78,1137,683,725
-122.42,37.78,1137,683,725
-87.63,41.88,1137,683,725
-87.63,41.88,1137,683,725
-87.63,41.88,1137,683,725
-73.97,40.78,1137,683,725
-73.97,40.78,1137,683,725
-73.97,40.78,1137,683,725
-5.93,54.6,1198,486,2585
-5.97,54.68,1198,486,2104
34.45,31.52,1198,398,2644
51.42,35.7,1137,683,1327
51.42,35.7,1137,683,1326
51.42,35.7,1137,683,2352
32.87,39.92,1137,683,1327
-122.16,37.43,1482,1146,1089
-122.14,37.44,1137,683,1089
-5.93,54.6,1198,486,2644
-3.7,40.42,1137,683,725
-6.7,54.25,1137,683,2104
-74.01,40.71,1137,683,725
16.37,48.21,1137,683,3351
-74.01,40.71,1137,683,725
-74.01,40.71,1482,1146,3350
-74.01,40.71,1482,1146,725
-5.95,54.26,1137,683,2585
-74.01,40.71,1198,486,2585
-7.32,54.99,1198,486,2585
-5.93,54.6,1198,486,2585
-5.93,54.6,1137,683,2644
-5.93,54.6,1137,683,2104
-5.93,54.6,1198,486,2104
-122.14,37.44,1482,1146,2644
-90.19,32.3,1137,683,1089
-118.03,34.07,1198,486,2644
13.14,52.45,1137,683,2032
-6.27,53.34,1482,1146,1326
-6.68,54.58,1137,683,2644
-43.2,-22.91,1198,398,2104
5.65,51.79,1137,683,3525
-6.7,54.25,1137,683,1327
9.99,53.55,1137,683,3525
-5.93,54.6,1198,486,2644
-6.66,54.35,1482,398,2644
-6.59,54.13,1137,683,2104
-7.36,54.18,1198,486,2104
-71.46,42.99,1137,683,2585
-7.32,54.99,1198,1451,2104
-6.23,54.48,1198,486,2104
-5.93,54.6,1198,486,2104
31.25,30.05,1137,1427,98
-5.93,54.6,1137,683,3290
9.99,53.55,1137,683,3525
-0.76,51.25,1137,683,2104
-0.76,51.25,1137,683,2644
77.22,28.63,1137,1427,98
-3.7,40.42,1137,683,1713
-6.34,54.47,1198,486,2104
-6.33,54.18,1198,486,2585
-66.11,18.47,1137,683,725
-66.11,18.47,1137,683,725
-74.01,40.71,1137,683,725
-8.04,54.37,1198,486,2104
-5.93,54.6,1198,486,2104
-3.7,40.42,1137,683,725
-3.7,40.42,1137,683,3351
-3.7,40.42,1482,1146,725
-5.93,54.6,1137,683,725
-5.93,54.6,1137,683,725
-7.32,54.99,1198,486,2104
-6.84,54.29,1198,486,2104
-73.79,40.73,1482,1146,2644
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-6.7,54.54,1198,486,2585
-5.93,54.6,1137,683,2104
-6.34,54.47,1137,683,2644
-73.86,40.84,1198,1450,725
2.0,41.3,1482,1146,2104
-2.78,43.17,1198,398,725
-5.93,54.6,1137,683,2644
-7.32,54.99,1198,486,2104
-58.38,-34.6,3514,1451,725
-5.93,54.6,1482,398,2104
-5.93,54.6,1198,398,3290
37.29,41.13,3514,1451,2104
-5.93,54.6,1198,486,3290
120.54,15.19,1198,398,2104
121.97,17.09,1198,398,2104
-7.02,55.04,1137,683,2585
18.06,59.33,1137,683,3350
-80.27,25.7,1137,683,2644
-5.93,54.6,1137,683,2104
-5.93,54.6,1198,398,2104
-75.7,45.42,1137,683,1326
-73.55,45.51,1137,683,1327
-118.33,34.1,1137,683,2644
-5.93,54.6,1198,486,2104
-60.67,-32.95,1198,486,2104
-7.34,55.01,1137,683,2104
13.33,52.51,1482,398,2104
1.98,41.74,1137,683,2644
-6.51,55.07,1137,683,2644
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-7.32,54.99,1198,486,2104
-7.32,54.99,1198,398,2104
-118.13,33.89,1137,683,725
-6.58,54.19,1198,1451,2104
-5.93,54.6,1198,486,2644
51.42,35.7,1482,398,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
13.33,52.51,1137,683,2104
-5.93,54.6,1198,486,2104
-5.81,54.71,1137,683,725
-2.17,43.07,1137,486,725
28.97,41.01,1137,683,2644
28.97,41.01,1137,683,2644
2.01,41.56,1137,683,1327
18.06,59.33,1137,683,1327
32.87,39.92,1137,683,1327
32.87,39.92,3514,1427,98
32.87,39.92,1198,486,2104
13.33,52.51,1137,683,1326
-5.93,54.6,2077,486,2644
9.19,45.46,1137,683,3525
32.87,39.92,1137,683,725
16.37,48.21,1198,1427,98
-121.89,37.34,1482,1146,2104
-121.89,37.34,1482,1146,2104
8.68,50.11,1137,683,2104
-5.93,54.6,1198,486,2104
-58.38,-34.6,1137,683,725
-58.38,-34.6,1137,683,725
-58.38,-34.6,1137,683,725
-58.38,-34.6,1137,683,725
11.58,48.14,1137,683,2585
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
-5.93,54.6,1137,683,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
8.4,49.01,1137,486,1327
-5.93,54.6,1198,486,2104
-73.79,40.73,1137,683,2104
-122.18,37.45,1137,683,725
-5.86,54.69,1198,486,2644
-6.61,54.08,1198,486,2104
2.01,41.56,1137,683,3525
2.17,41.39,1137,683,2644
9.99,53.55,1137,683,1713
-77.03,38.89,1137,683,1327
-5.93,54.6,1198,486,2644
-117.87,33.88,1482,1146,1089
-6.49,54.79,1198,486,2104
-66.26,18.46,1137,683,725
-73.54,40.79,1137,683,2644
-7.32,54.99,1198,486,2104
-5.93,54.6,1198,486,2644
-6.49,54.79,1198,486,2585
-5.93,54.6,1198,486,2104
-5.98,54.56,1198,486,2644
-73.54,40.79,3514,1146,2644
8.68,49.4,1137,683,2104
2.35,48.86,1137,683,1326
2.35,48.86,1137,683,98
2.35,48.86,1137,683,725
2.35,48.86,1137,683,98
51.42,35.7,1137,683,1326
-5.93,54.6,1137,683,2644
-74.08,40.73,1198,486,3553
-58.54,-34.62,1198,398,2104
-5.93,54.6,1198,486,2585
-73.96,40.81,1137,683,1089
-5.93,54.6,1198,486,2644
-5.93,54.6,1137,683,3290
-5.93,54.6,1198,486,2644
34.89,32.0,1198,683,98
-5.93,54.6,1137,683,2104
-5.93,54.6,1198,486,2104
51.42,35.7,1137,486,2104
51.42,35.7,1137,683,725
51.42,35.7,1137,683,1326
51.42,35.7,1137,683,2644
51.42,35.7,1137,486,1327
51.42,35.7,1137,683,2644
-2.85,43.23,1198,398,725
-67.33,10.23,3514,1451,725
-122.33,47.6,1147,1427,98
-7.17,54.24,1137,683,2104
-5.93,54.6,1198,486,2644
-7.32,54.99,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-6.49,54.79,1137,683,2585
-58.38,-34.6,1137,683,725
-5.93,54.6,1198,486,2104
-6.27,53.34,1137,683,1326
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-7.32,54.99,1198,486,2104
-5.93,54.6,1198,486,2104
-66.11,18.47,1137,683,725
11.58,48.14,1137,683,1326
108.0,13.98,1137,683,98
-5.93,54.6,1198,486,2644
-6.39,54.45,1137,683,2104
-117.16,32.72,1137,683,725
-5.93,54.6,1198,486,3290
-5.93,54.6,1198,486,2104
120.59,15.15,1198,398,2104
-7.32,54.99,1198,486,2104
-5.93,54.6,1198,486,2644
-6.93,54.93,1137,683,2104
-5.93,54.6,1198,486,3290
-6.33,54.18,1198,486,2585
-7.32,54.99,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.97,54.62,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,3290
-5.93,54.6,1198,486,2644
-7.32,54.99,1198,486,2104
-6.44,54.42,1198,486,2644
-6.44,54.42,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
121.04,14.68,1137,683,725
-5.93,54.6,1198,486,2104
-0.9,53.82,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
9.99,53.55,1137,683,725
9.99,53.55,1137,683,725
9.99,53.55,1137,683,725
9.99,53.55,1137,683,725
-6.53,54.1,1137,683,2104
-5.93,54.6,1198,486,2104
-6.61,54.08,1137,683,2104
-5.93,54.6,1198,486,2585
-74.09,4.59,1198,486,1326
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2585
-5.93,54.6,1137,683,725
-7.47,54.82,1137,683,2644
-5.93,54.6,1198,398,2644
-5.93,54.6,1137,683,725
120.59,15.15,1198,398,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1137,683,2644
-5.93,54.6,1198,486,3290
-5.93,54.6,1137,683,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,1451,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,3290
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-56.19,-34.89,3514,1451,1713
-5.8,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-80.2,25.76,3514,1427,98
-7.16,54.91,1137,683,2644
51.42,35.7,1137,683,1326
-7.47,54.82,1137,683,2104
-5.93,54.6,1198,486,2104
-6.44,54.42,2077,486,2644
13.78,45.65,1137,683,3525
-5.93,54.6,1198,486,2644
-7.44,54.25,1137,683,2104
-7.36,54.18,1198,486,2104
52.58,29.59,1137,683,1326
-5.93,54.6,1198,486,2644
-5.93,54.6,2077,486,2644
51.42,35.7,1137,683,725
-5.93,54.6,1137,683,2104
-5.93,54.6,1198,486,2104
12.49,41.89,1137,683,98
-5.93,54.6,1198,486,725
-5.93,54.6,1198,486,2104
-73.97,40.78,1482,1146,725
-73.97,40.78,1482,1146,725
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2104
-5.93,54.6,1137,683,2104
-73.97,40.78,1482,1146,725
-73.97,40.78,1482,1146,725
-73.97,40.78,1482,1146,725
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
35.5,33.89,3514,1427,98
48.29,30.35,1137,683,3525
120.54,15.19,1198,398,2585
-5.93,54.6,1198,398,2104
-6.61,54.08,1137,683,2104
-7.32,54.99,1198,398,2104
-7.32,54.99,1198,398,2104
-7.64,54.35,1137,683,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-7.32,54.99,1198,398,2104
-5.93,54.6,1198,398,2104
-7.36,54.18,1137,683,2644
-2.85,43.23,1198,486,2585
23.72,37.98,1137,683,1326
2.35,48.86,3514,1451,1326
-5.93,54.6,1198,398,2104
-5.93,54.6,1198,486,2644
-6.44,54.42,2077,486,2644
104.92,11.56,1137,486,1326
11.58,48.14,1198,486,2644
-6.44,54.42,1137,683,2104
-5.93,54.6,1137,486,2644
-6.77,54.5,1137,683,2104
4.35,50.85,3514,486,1326
-5.93,54.6,1198,486,1327
-5.93,54.6,1137,683,725
-7.32,54.99,1198,398,2104
-118.3,34.09,1137,683,2644
11.99,57.7,1198,1427,98
153.02,-27.47,1137,683,3350
-7.32,54.99,1198,398,2104
-6.36,54.2,1137,683,2644
-0.13,51.5,1137,486,1326
-73.55,45.51,1137,683,1326
-75.7,45.42,1137,683,1326
-5.93,54.6,1198,398,2104
-5.93,54.6,1198,398,2104
-7.48,54.12,1198,398,2104
-5.93,54.6,2077,486,2644
-6.61,54.08,1198,398,2104
-5.93,54.6,1198,398,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1137,683,2644
-7.32,54.99,1198,398,2104
-5.98,54.63,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,398,2104
-73.86,40.84,1198,1450,725
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,398,2104
-5.93,54.6,1137,683,2644
7.1,50.73,1137,683,1326
-5.93,54.6,1198,486,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,3514,1451,3290
2.35,48.86,1137,683,725
-5.93,54.6,1198,1451,1713
-5.93,54.6,1198,486,2644
-6.44,54.42,1137,486,2644
-5.93,54.6,1137,683,725
3.04,36.75,1198,1450,1326
-5.93,54.6,1137,683,2104
-64.18,-31.4,1137,683,725
-5.93,54.6,1137,683,2644
-118.25,34.05,1137,683,2585
-74.01,40.71,1137,683,2644
-6.33,54.18,1198,398,2104
2.35,48.86,1137,683,98
-74.01,40.71,1137,486,2644
-5.93,54.6,1198,486,2644
-6.66,54.34,1137,683,2104
-5.93,54.6,1198,398,2644
-58.38,-34.6,1137,683,725
-5.93,54.6,1198,398,2585
-7.39,54.15,1198,398,2104
28.97,41.01,3514,1427,98
-5.93,54.6,1198,398,2104
-5.93,54.6,1198,486,1327
-77.11,38.88,1198,398,725
-95.37,29.76,1198,398,2585
-7.32,54.99,1198,398,2104
-5.93,54.6,1198,486,2644
35.5,33.89,3514,1427,98
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,398,2104
-5.93,54.6,1137,683,2644
-5.93,54.6,1198,486,3351
-0.13,51.5,1137,683,725
-0.88,41.66,1137,683,1326
35.93,31.95,1137,683,1326
35.93,31.95,1137,683,1326
-89.2,13.69,1137,683,98
-6.34,54.47,1198,398,2104
-100.31,25.67,1198,1427,98
-65.22,-26.81,1137,683,725
-5.93,54.6,1198,398,2104
-5.93,54.6,1198,486,2644
2.35,48.86,3514,3514,1713
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,398,2104
-89.2,13.69,1137,683,1326
-5.93,54.6,1198,486,2644
-7.64,54.35,1137,486,2585
-6.59,54.13,1137,683,2104
-5.93,54.6,1198,486,2644
-6.66,54.82,1198,486,2104
-0.57,53.73,1198,486,2644
-6.5,55.01,1198,486,2644
35.93,31.95,1137,683,2644
8.68,50.11,3514,1427,98
-5.93,54.6,1198,486,2644
2.17,41.39,1198,398,725
-8.09,54.48,1137,683,2104
-7.32,54.99,1137,683,2104
8.51,50.18,3514,486,1327
-5.93,54.6,1198,486,2644
-75.57,6.27,3514,1451,1089
-74.01,40.71,1137,683,725
-6.27,53.34,1137,683,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-6.34,54.47,1137,683,2104
-7.68,54.67,1198,398,2104
9.19,45.46,1137,683,3350
-5.93,54.6,1198,486,2644
23.72,37.98,1482,398,2104
-5.93,54.6,1198,398,3290
-5.93,54.6,3514,1451,2644
153.02,-27.47,1137,683,725
-5.93,54.6,1198,398,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1137,683,2104
-74.01,40.71,1137,683,725
-80.2,25.76,1137,683,725
-5.93,54.6,1198,398,2585
6.78,51.21,1198,486,2585
-7.68,54.67,1137,683,2644
13.33,52.51,1198,398,725
-5.93,54.6,1198,486,2644
-6.34,54.47,1198,486,2585
-6.66,54.35,1198,398,2104
-7.56,54.19,1198,486,3290
-5.93,54.6,1198,486,2644
-6.66,54.34,1198,1451,1327
35.5,33.89,1137,683,1326
-5.93,54.6,1198,398,2644
-7.16,54.91,1198,398,2104
-6.64,54.48,1198,398,2644
-7.32,54.99,1198,398,2644
-5.67,54.66,1198,398,2644
2.35,48.86,1137,683,1326
13.33,52.51,1137,683,2104
-73.97,40.78,1137,683,725
-73.97,40.78,1137,683,725
-73.97,40.78,1482,1146,725
-58.43,-34.76,1198,486,2104
-58.38,-34.6,1198,486,2644
-58.38,-34.6,3514,1451,725
-7.47,54.82,1198,398,2104
100.52,13.73,1198,1450,1326
-7.45,54.1,1137,683,1327
-73.94,40.68,1198,1451,725
2.17,41.39,1198,398,725
-5.93,54.6,1198,486,2644
-90.1,29.96,1198,398,2585
-7.36,55.07,1198,486,2644
-70.7,19.45,1198,486,2644
-5.8,54.6,1198,486,2644
-74.01,40.71,1198,398,2644
-7.02,54.89,3514,486,2104
-5.93,54.6,1198,486,2644
-75.14,8.31,3514,1451,725
23.72,37.98,1482,398,1327
23.72,37.98,1482,398,2644
-90.07,29.95,1198,398,2585
-74.81,7.59,3514,1451,725
2.35,48.86,1137,683,2447
8.68,50.11,1482,1146,1327
7.77,49.44,1198,398,725
16.37,48.21,1198,398,2447
-7.32,54.99,1137,683,2585
-6.93,54.54,1137,683,2585
-1.64,42.82,3514,1451,2644
-64.18,-31.4,1137,683,1327
10.29,43.63,1482,398,2104
35.5,33.89,1137,683,1089
-5.93,54.6,1198,486,2104
-77.04,38.98,1198,398,2763
-104.61,38.26,1482,1146,2585
2.17,41.39,1198,398,725
-6.27,53.34,1137,683,2644
-58.37,-34.66,1198,486,2644
-90.18,38.89,1482,1146,2585
-72.33,18.54,3514,1451,1326
39.78,15.03,3514,1451,725
51.42,35.7,1137,683,98
-74.01,40.71,1198,398,2585
46.46,38.01,1137,683,725
-3.7,40.42,1198,486,1327
-118.25,34.05,1198,486,1326
51.42,35.7,1137,683,725
2.17,41.39,1198,398,725
-74.01,40.71,1198,398,2585
2.35,48.86,1137,683,725
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,3290
-5.93,54.6,1198,1451,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1137,683,2644
-7.47,54.82,1198,486,2104
23.72,37.98,1482,398,2104
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,3290
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,3290
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2644
-5.93,54.6,1198,486,2104
