lon,lat,weapontype,attacktype,targettype
45.39,2.36,1198,398,1326
45.34,2.04,1137,683,2352
23.95,-31.41,1198,398,2644
99.63,7.59,1137,486,1089
32.86,39.93,1198,486,1327
1.33,36.17,1198,398,2585
4.05,36.72,1198,398,2585
2.75,36.27,1198,398,2585
2.83,36.48,3514,486,2644
2.44,36.59,3514,486,2644
16.93,-12.38,1137,683,1327
31.18,27.18,1198,486,2585
-6.39,54.45,1137,683,2644
-77.04,-12.05,1137,683,2104
120.98,14.6,1198,1451,725
2.17,41.39,1198,486,2104
2.17,41.39,1137,683,2585
41.75,38.94,1198,398,2104
40.57,38.11,1198,398,2104
3.04,36.75,1198,398,2585
2.83,36.48,1198,398,2585
-73.05,6.99,1137,683,1327
-73.09,7.06,1137,683,1327
-73.17,7.07,1137,683,1327
-73.12,7.13,1137,683,1327
30.75,27.44,1198,486,2585
31.25,30.05,1137,683,725
35.36,33.47,1198,398,2104
-5.93,54.6,1198,398,2644
124.83,7.11,1198,1451,725
29.13,-28.28,1137,683,3553
-0.63,35.7,1198,398,2585
1.97,36.27,1198,398,2585
1.33,35.38,1198,486,1089
-67.64,5.68,1198,398,2585
-100.39,20.59,1198,486,725
6.25,4.31,1198,398,2032
44.77,1.72,1198,1451,1327
32.88,24.98,1198,486,2585
38.77,8.98,3514,1427,98
80.33,26.45,1482,486,1327
41.98,-0.63,1198,398,3290
31.02,-29.86,3514,1451,1327
38.43,36.98,1198,398,2104
42.45,37.52,1198,398,2104
40.62,37.35,1198,398,2104
40.21,37.92,1198,486,2644
-75.23,4.44,1198,486,1326
-6.35,53.72,1198,486,3290
34.81,31.89,3514,486,725
-6.35,53.72,1198,486,3290
-5.93,54.6,1198,486,34
-6.61,54.08,1137,683,2104
45.34,2.04,3514,3514,1326
42.47,37.25,1198,398,1327
45.56,13.98,1198,398,2585
44.21,15.33,3514,486,1327
34.45,31.52,1198,486,725
-5.93,54.6,1137,683,1327
-5.93,54.6,1198,486,2644
-6.75,54.65,1137,683,2585
27.97,-26.18,1198,398,3553
29.35,40.89,1137,683,2104
44.9,15.42,1198,1451,2644
34.45,31.52,1198,486,2644
34.25,31.29,1198,486,2644
-5.93,54.6,1198,486,2644
45.68,43.32,1137,683,3525
45.5,2.78,1198,1451,2644
45.34,2.04,1198,398,1326
1.23,6.17,1198,486,1327
1.23,6.17,1137,683,1327
-89.2,13.69,3514,486,3553
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
-91.25,14.7,1137,683,3525
35.17,31.89,1198,398,2585
34.45,31.52,1198,486,2644
34.45,31.52,1198,486,2644
-5.93,54.6,1137,486,2644
29.94,-27.74,1198,398,2644
1.17,6.95,1137,683,1327
28.95,41.01,1137,683,1327
32.86,39.93,1137,683,1327
3.04,36.75,1198,486,1713
103.92,12.53,1198,398,3351
31.18,27.18,1198,486,725
-88.25,13.45,3514,486,3553
92.94,26.2,1198,486,725
35.22,33.13,1137,683,2644
-5.93,54.6,1137,683,2644
44.16,15.63,3514,486,1327
-71.15,6.68,1198,683,3525
-76.52,3.42,1137,683,2763
31.42,26.99,1198,486,2585
31.25,30.05,1137,683,725
34.65,31.8,2077,486,2644
34.45,31.52,1137,683,2585
-90.58,41.52,1198,1450,725
-5.93,54.6,1137,683,2104
-17.37,14.76,2077,398,1327
30.45,-30.75,1198,486,3553
5.3,35.92,1198,486,2644
30.88,27.38,1198,398,2032
-5.93,54.6,1137,683,2585
-5.93,54.6,1137,486,2104
30.86,-29.66,1137,683,2644
2.83,36.48,1198,398,2585
5.77,36.82,3514,486,2644
1.33,36.17,3514,486,2644
3.11,36.71,1198,486,2644
14.84,12.09,1198,1450,2644
35.1,31.58,2077,3438,2104
-5.93,54.6,1198,486,2644
67.03,24.89,3514,486,2644
-5.93,54.6,1198,398,1327
124.6,6.64,1137,683,2644
125.62,7.07,1137,683,2585
38.37,37.01,1198,398,2644
32.86,39.93,1137,683,1327
104.06,30.66,2077,1427,98
-76.52,3.42,1137,683,1089
3.5,44.52,1137,683,1327
3.5,44.52,1137,683,1327
3.5,44.52,1137,683,1327
-90.53,14.62,1137,683,1713
29.84,-30.03,1198,398,3553
26.41,-33.65,1198,486,2644
26.41,-33.65,1198,486,2644
26.41,-33.65,1198,486,2644
26.41,-33.65,1198,486,2644
26.41,-33.65,1198,486,2644
26.41,-33.65,1198,486,2644
30.04,-22.35,1137,683,1089
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
-0.13,51.5,1482,1146,725
44.16,15.63,3514,486,1327
31.28,27.1,1198,398,3351
35.11,32.11,1198,398,2644
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
30.19,-29.69,1198,398,2644
28.21,-26.0,1198,398,2585
29.62,-28.93,1198,398,2644
30.19,-29.69,1198,398,3553
28.26,-26.21,1198,486,2644
-75.16,6.47,1198,1451,1327
-72.33,2.04,1137,1451,1327
-74.08,4.6,1137,683,2585
-74.08,4.6,1137,683,2585
-74.08,4.6,1198,683,3351
-75.57,6.27,1137,683,1327
-75.57,6.27,1137,683,1327
-75.57,6.27,1137,683,1327
-75.57,6.27,1137,683,1327
-75.57,6.27,1137,683,1326
-76.94,1.84,1137,683,3269
31.42,26.99,1198,486,2585
-89.2,13.69,1137,683,725
-89.2,13.69,3514,486,1327
-89.2,13.69,773,3438,1327
10.0,48.4,2077,3438,1327
-90.66,14.61,1137,683,1327
34.25,31.29,1198,398,2104
71.58,34.01,1137,1427,1089
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
-5.93,54.6,1482,1146,725
29.73,-2.53,3514,486,1327
80.79,8.96,1198,398,2104
41.13,37.89,1137,683,3525
49.13,14.54,1198,1427,725
3.04,36.75,1198,486,725
30.81,27.56,1198,486,2585
24.21,59.26,1198,398,2104
30.06,-1.95,1198,486,1327
30.06,-1.95,3514,486,2644
-70.64,-33.47,1198,486,1089
-70.64,-33.47,1137,683,1327
31.68,31.28,2077,486,2585
9.46,0.4,1198,398,1713
45.34,2.04,1198,486,2644
80.79,8.96,1198,398,2104
41.89,37.34,1137,683,3525
3.04,36.75,1198,398,2585
-70.64,-33.47,1137,683,1327
-70.64,-33.47,1137,683,1327
-75.57,6.27,1137,683,2585
31.3,27.03,1137,683,3351
31.25,30.05,1137,683,725
74.86,32.73,1137,683,1327
35.03,31.07,1198,1451,2585
35.2,31.71,1137,683,1327
-5.93,54.6,1198,486,2644
124.25,7.22,1198,1451,725
42.45,1.64,1198,486,2352
40.21,37.92,1198,486,2644
31.54,0.58,3514,486,2763
-75.57,6.27,1137,683,725
-75.57,6.27,1137,683,725
-89.2,13.69,1198,486,3553
45.34,2.04,1198,486,2644
80.79,8.96,1198,398,2104
6.13,43.12,1198,486,1327
35.1,31.53,1198,398,2763
35.93,31.95,2077,398,3350
-75.06,-11.06,1198,683,725
30.61,-29.07,1198,486,3553
3.04,36.75,1198,398,2585
29.37,-3.38,1198,398,2585
35.93,31.95,2077,486,3350
35.37,33.56,1198,486,3290
45.34,2.04,1198,398,2104
27.7,-26.28,1137,683,3553
3.04,36.75,1198,486,1089
4.35,50.85,2077,1146,2644
4.35,50.85,2077,3438,2585
32.88,24.98,1198,398,2585
114.16,22.28,1482,398,1327
31.02,-29.86,1137,683,3553
30.93,-29.53,1198,398,2644
-0.63,35.7,1198,1427,98
2.83,36.48,1198,486,2644
3.1,36.7,1198,486,1713
32.88,24.98,1198,486,2585
35.1,31.53,2077,3438,2104
35.26,32.23,2077,3438,2104
139.76,35.69,2077,486,725
48.0,29.36,1137,683,725
71.58,34.01,1137,683,2644
123.3,7.64,1198,398,2585
45.34,2.04,1198,398,2104
45.34,2.04,1198,398,2104
42.49,37.42,1198,398,2104
32.88,3.29,1198,398,725
-74.01,40.71,1198,398,2644
-73.09,3.27,3514,1451,1089
31.32,27.05,1198,398,725
31.25,30.05,1137,683,725
31.25,30.05,1137,683,725
30.82,27.44,1198,398,725
11.97,51.48,2077,3438,2644
5.77,36.82,1198,486,2644
5.41,36.19,1198,486,2644
6.55,37.0,1198,486,2644
138.6,-34.93,1137,683,1327
2.35,48.86,1482,1146,2763
10.57,49.3,3514,1146,2763
60.86,29.5,1137,683,1327
60.86,29.5,1137,683,2763
35.1,31.53,1198,398,2104
35.46,31.86,3514,3514,2104
100.52,13.73,1137,683,1327
-1.32,34.88,1198,486,2644
31.25,30.05,1137,683,725
31.42,26.99,1198,486,2585
35.2,31.71,3514,3514,2104
34.45,31.52,3514,486,2644
34.45,31.52,1198,486,2585
65.66,28.31,1198,1451,1327
45.34,2.04,1137,683,1326
45.34,2.04,1198,398,1326
45.34,2.04,1198,398,1326
-2.2,43.05,1137,486,725
28.95,41.01,1198,398,1713
41.89,37.34,1137,683,3525
41.69,40.06,1198,398,2104
1.97,36.27,1198,398,2585
-75.52,5.07,1137,683,2763
-74.78,10.98,1137,683,2763
31.32,27.04,1198,398,3350
35.1,31.53,3514,3514,2104
34.45,31.52,2077,486,2644
-88.01,44.51,1198,1450,725
45.34,2.04,1198,398,1326
31.02,-29.86,1198,398,3553
69.17,34.53,1198,1451,1326
3.04,36.75,1198,486,1713
3.04,36.75,1198,486,1089
-64.17,-21.53,1198,398,2585
9.16,41.39,1482,1146,2763
42.49,37.42,1198,398,2104
3.04,36.75,1198,398,725
6.6,36.35,1482,1146,1327
29.37,-3.38,1198,398,2644
-74.78,10.98,1137,683,1327
-75.6,4.98,1137,683,2763
-75.6,6.26,1198,486,1327
-90.53,14.62,1137,683,3351
-90.53,14.62,1137,683,2644
-90.53,14.62,1137,683,2644
120.98,14.6,1198,1451,2585
121.97,6.7,1198,1451,1089
28.19,-25.75,1198,398,2585
41.13,37.89,1137,683,3525
43.61,37.25,1198,398,2104
3.04,36.75,1198,398,2585
116.4,39.91,1482,1146,2644
116.4,39.91,1482,398,725
30.81,27.55,1198,398,3351
31.18,27.14,1198,486,2585
59.56,36.32,1137,683,2585
45.77,38.43,1137,683,2585
50.4,37.08,1482,398,2352
51.67,32.65,1137,683,2585
34.45,31.52,1198,398,2585
35.37,33.56,1137,683,1326
35.56,33.41,1198,398,3290
35.42,33.16,1137,683,3290
39.17,21.54,1198,1427,98
45.34,2.04,1198,398,2104
27.87,-32.99,1198,486,1089
100.47,7.01,1137,683,3351
5.77,36.82,1198,486,2644
0.55,35.73,1198,486,1089
2.44,36.59,1198,486,2644
-75.69,4.81,1137,683,725
-76.52,3.42,1137,683,98
17.79,45.66,1137,683,1326
31.18,27.18,1198,486,2585
2.35,48.86,3514,3514,2585
51.42,35.7,1482,1146,1327
-86.25,12.14,3514,1450,1326
102.08,14.97,1198,683,1327
-0.13,51.5,1137,683,98
-80.2,25.76,1198,486,2644
116.4,39.91,1137,683,3351
116.29,39.86,1137,683,3351
48.52,34.79,1137,683,1327
51.42,35.7,1482,1146,1327
51.42,35.7,1482,398,1327
35.5,33.89,1137,683,1326
54.87,55.48,1137,486,1327
68.78,38.54,1198,486,1327
41.32,37.85,1137,683,725
6.18,35.56,1198,398,2585
-0.63,35.7,1198,486,2644
-46.63,-23.55,1198,486,725
-76.3,3.9,1198,1146,2763
44.79,41.71,1137,683,1327
44.79,41.71,1137,683,1327
44.79,41.71,1137,683,2104
50.0,37.21,1137,683,2644
51.42,35.7,1482,398,1326
34.45,31.52,2077,3438,2104
-5.93,54.6,1198,486,2585
-6.44,54.42,1137,486,2644
73.08,31.41,1198,398,2763
100.52,13.73,1137,683,1326
-0.13,51.5,1137,683,98
30.82,27.44,1198,398,3351
30.82,27.44,1198,398,2763
51.42,35.7,1137,683,1327
59.56,36.32,1137,683,2585
127.53,50.27,1137,683,2644
40.79,57.82,1198,486,725
30.06,-1.95,1137,683,1327
-11.13,8.19,1198,486,2352
45.34,2.04,1198,1451,725
30.7,-29.98,2077,486,2644
30.93,-29.68,1198,486,2644
31.29,-29.33,2077,486,2644
30.34,-30.75,1198,398,2644
31.45,-28.89,1198,486,2644
30.93,-29.53,1198,486,2644
3.04,36.75,1198,486,725
33.37,35.17,1137,683,725
31.42,26.99,1198,486,2585
-90.53,14.62,1137,683,725
-90.53,14.62,1137,683,3351
-90.53,14.62,1137,683,725
-90.53,14.62,1137,683,2644
59.56,36.32,1137,683,1327
54.07,36.9,1137,683,2352
52.35,36.47,1137,683,1327
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,2585
30.88,-29.97,1198,398,2644
31.02,-29.86,3514,3514,3553
27.73,-32.95,1198,486,2763
35.33,36.99,1137,683,1327
34.63,36.8,1137,683,725
-0.13,51.5,1137,683,98
14.21,-9.29,1198,398,1326
-73.65,9.34,1198,1451,1327
-72.63,6.63,1198,1451,1327
-73.65,9.34,1198,1451,1327
-75.26,6.4,1198,398,2644
-75.85,4.81,1198,398,2644
-74.08,4.6,1482,398,3351
-74.08,4.6,1482,398,3351
-72.97,6.75,1482,398,1327
31.42,26.99,1198,486,2585
9.5,51.32,1482,398,725
53.06,36.56,1137,683,2104
48.52,34.79,1137,683,2763
35.5,33.89,1137,683,1326
-86.25,12.14,1137,683,1327
-79.24,-6.58,1198,398,2644
-77.04,-12.05,1137,683,1713
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,1713
-77.04,-12.05,1137,683,2104
144.96,-37.81,1137,683,2644
-73.28,45.53,1137,683,3525
-74.73,45.02,1137,683,3525
59.56,36.32,1137,683,1327
35.5,33.89,1137,683,725
-99.13,19.43,1198,1451,725
29.99,-1.66,1198,486,725
43.65,3.12,1198,398,1326
30.88,-29.97,1198,398,1327
31.89,-28.75,1198,486,2644
28.95,41.01,1137,683,725
0.19,51.27,1137,683,3351
43.96,15.72,1198,486,1327
2.83,36.48,1482,1146,1327
2.83,36.48,1482,1146,2644
2.83,36.48,1198,486,1089
3.9,36.37,1198,486,2644
-76.92,1.21,1198,1451,725
33.37,35.17,1137,683,2763
31.18,27.18,1198,486,2585
34.45,31.52,1198,398,2585
34.45,31.52,3514,3514,2104
34.48,31.53,1198,398,2104
24.1,56.95,1137,683,2104
66.97,24.92,1198,398,2644
15.01,51.15,1137,683,2585
40.21,37.92,3514,486,3553
-73.3,6.26,1198,1451,1327
43.32,-11.85,1198,486,1327
23.72,37.98,1137,683,1326
23.72,37.98,1137,683,1326
-72.33,18.54,1198,398,2644
35.1,31.53,1198,398,2644
24.1,56.95,1198,486,725
40.21,37.92,1198,486,3525
-12.28,11.32,3514,486,2104
45.5,34.0,1198,398,2104
34.45,31.52,1198,398,2104
34.45,31.52,1137,683,2585
34.45,31.52,1137,683,3351
28.95,41.01,1137,683,725
28.95,41.01,1137,683,3351
40.21,37.92,1137,683,1327
3.47,36.76,1198,398,3351
151.21,-33.87,1482,1146,2763
74.86,32.73,1198,486,1327
46.42,33.63,1137,683,3351
48.21,30.42,1198,683,2104
48.25,32.68,1198,398,2104
48.21,30.98,1198,398,2104
47.27,32.69,1137,683,3525
-6.61,54.08,1137,683,2585
45.68,43.32,1137,683,1327
32.86,39.93,1137,683,3553
0.14,35.39,1198,486,1327
3.04,36.75,1198,486,1327
49.81,40.39,1137,683,3351
31.25,30.05,1137,683,725
10.89,48.37,1482,1146,3351
10.89,48.37,1482,486,2585
14.13,41.01,1198,486,2763
45.34,2.04,1198,486,1713
30.93,-29.53,1482,1146,2644
26.82,-26.32,1137,683,725
30.88,-29.97,3514,486,2585
32.18,-28.42,3514,486,2644
30.24,-29.89,1198,486,3553
100.47,7.01,1137,683,725
-71.24,46.8,3514,3514,2763
9.4,42.02,1137,683,1713
31.18,27.18,1198,398,2585
31.38,26.97,1198,398,2585
8.24,50.08,1482,1146,3351
35.2,31.9,2077,398,2644
34.45,31.52,1198,398,2585
36.82,-1.29,1198,486,1089
-86.25,12.14,3514,1450,1326
-5.93,54.6,1137,1450,2104
44.76,43.4,1198,486,1327
30.98,-29.75,1482,398,3553
26.82,-26.32,1137,683,1327
30.07,-27.75,2077,3438,2644
-54.99,4.98,1198,1450,3525
3.04,36.75,1198,398,1713
47.38,32.52,1137,683,3525
35.2,31.98,1198,398,3351
35.57,33.44,1198,683,2104
35.53,33.33,1137,683,3290
-85.83,13.63,1198,486,3553
30.98,-29.75,1482,1146,2644
30.88,-29.97,1198,486,2644
42.43,38.23,1198,398,2104
41.01,38.5,1198,398,2104
3.04,36.75,1198,486,2352
3.04,36.75,2077,486,725
35.26,32.23,2077,3438,2104
35.1,31.58,1482,398,2644
155.69,-6.75,1198,398,1327
2.75,36.27,1198,398,2585
8.81,53.07,1482,398,725
-0.12,9.41,1198,398,2644
-0.12,9.41,1198,398,2644
35.21,31.77,1198,486,725
-117.02,32.53,1198,486,1327
-6.61,54.08,3514,3514,1327
28.95,41.01,1137,398,1327
29.23,40.07,1198,398,1327
38.79,37.17,1137,683,725
38.43,36.98,1137,683,3553
28.95,41.01,1137,683,1327
28.95,41.01,1137,683,2644
24.33,42.19,1137,683,1327
104.92,11.56,1137,683,1713
10.69,53.87,1482,1146,2763
34.45,31.52,1198,398,1089
35.1,31.53,1198,398,2644
35.93,31.95,1137,683,725
31.02,-29.86,1198,486,2644
35.33,36.99,1137,683,1327
35.33,36.99,1137,683,1327
35.33,36.99,1137,683,1327
34.63,36.8,1137,683,1327
34.18,1.08,1137,486,1327
144.96,-37.81,3514,3514,1326
26.95,60.47,1137,683,1327
10.69,53.87,1482,1146,2763
8.81,53.07,1482,398,725
8.81,53.07,1482,398,725
-72.0,19.14,2077,3438,1326
35.1,31.53,1198,486,725
26.9,-25.87,1137,683,725
2.83,36.48,1198,398,2585
1.13,36.07,1482,1146,3351
-75.51,9.15,1198,486,2644
31.25,30.05,1137,486,2585
44.79,41.71,1137,683,3269
-87.22,14.08,1137,486,1327
74.8,34.08,1198,398,1327
34.45,31.52,1198,486,2104
67.03,24.89,1482,1146,2644
120.98,14.6,1137,683,2585
27.76,-26.1,1198,398,2585
30.38,-29.6,1198,398,3553
101.43,6.7,1198,486,2644
40.21,37.92,1137,683,2585
28.95,41.01,1137,683,2763
44.21,15.33,3514,1451,2644
31.18,27.18,1198,398,2585
31.18,27.18,1198,486,2644
-88.18,13.47,1198,486,1327
41.48,43.03,1198,398,2644
8.81,53.07,1482,398,2644
74.32,33.37,1137,683,2104
35.49,33.23,1198,398,3290
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
42.55,-0.36,1198,398,1326
45.34,2.04,1198,398,1326
27.97,-26.18,1198,398,3553
31.12,-29.57,1198,398,3351
27.97,-26.18,1198,398,1089
27.97,-26.18,1198,486,2644
27.97,-26.18,2077,3438,2644
27.97,-26.18,3514,486,2644
3.02,36.7,1198,486,1326
3.04,36.75,1198,486,1326
8.74,41.92,1137,683,725
45.34,2.04,1198,398,1326
124.29,8.0,3514,1451,725
30.98,-29.75,1198,398,3553
-2.67,42.85,1137,683,725
3.41,36.73,1198,486,2644
9.4,42.02,1137,683,2585
8.74,41.92,1137,683,1327
8.74,41.92,1137,683,1327
8.74,41.92,1137,683,1327
-1.05,43.72,1137,683,2104
74.8,34.08,1137,683,2104
34.78,32.09,2077,486,2644
34.45,31.52,3514,486,1713
-101.26,21.02,1482,1146,2644
-5.93,54.6,1198,486,2644
-11.35,7.94,1137,683,3525
-11.47,8.64,1198,398,2644
28.15,-26.36,1198,398,3351
31.02,-29.86,1198,398,3553
98.88,9.65,1137,683,3351
41.89,37.34,1137,683,3351
-84.51,39.1,1482,1146,1713
2.83,36.48,1198,398,2585
9.4,42.02,1198,398,2585
9.4,42.02,1198,398,2585
9.4,42.02,1198,398,2585
9.4,42.02,1198,398,2585
9.4,42.02,1198,398,2585
8.74,41.92,1198,398,2585
35.19,32.25,2077,3438,2644
-6.68,54.98,1137,683,2585
-6.22,54.71,1198,486,2644
-5.93,54.6,1198,486,2644
45.34,2.04,1198,1451,2352
27.93,-26.67,1198,398,2585
26.82,-26.32,1137,683,2644
-73.8,9.83,1198,1451,1089
-90.48,15.37,2077,398,1713
-90.53,14.62,1198,486,2644
34.76,31.79,2077,486,2644
43.02,39.63,1198,398,2104
107.61,-6.91,3514,486,2644
27.6,57.82,3514,3514,2585
-11.89,7.79,1198,398,2104
-11.47,8.64,1198,398,2644
25.59,-25.84,3514,486,2644
10.18,36.8,1198,486,3290
114.06,22.54,3514,486,725
-90.53,14.62,1198,486,1327
139.8,35.71,1198,1450,1713
17.72,48.62,3514,1146,2644
30.45,-30.75,1198,486,2644
28.95,41.01,1137,683,2644
34.45,31.52,1198,1451,2644
34.45,31.52,1137,683,2104
26.36,-27.85,1198,486,2644
44.49,15.24,3514,1451,2644
1.97,36.27,1198,398,2585
-89.2,13.69,1137,683,2585
34.45,31.52,1198,1451,2644
34.45,31.52,1198,398,2104
7.1,13.49,3514,3514,2644
7.1,13.49,3514,3514,2644
7.1,13.49,3514,3514,2644
-2.92,43.26,1137,486,2585
40.78,39.07,1198,398,2104
41.01,38.14,1198,398,2104
42.98,40.61,1198,398,2104
80.95,26.85,2077,486,1327
45.43,35.55,1198,486,1713
34.35,31.42,2077,3438,2104
35.49,33.23,1137,683,3290
37.62,55.75,1198,486,2644
29.93,-28.61,3514,486,2644
30.93,-29.53,3514,486,2644
31.65,-27.89,3514,486,2644
29.42,-31.44,3514,486,2644
30.7,-29.98,1198,486,2644
44.22,39.67,1198,398,2104
-74.01,40.71,1137,486,2644
3.04,36.75,1198,486,2644
9.45,42.7,1137,683,2585
-5.93,54.6,1198,398,725
-5.93,54.6,1198,486,2644
120.58,16.45,3514,1451,725
30.06,-1.95,1137,486,1327
30.06,-1.95,1198,398,2763
29.88,-29.93,1198,486,2644
32.09,-28.6,1198,486,2644
31.02,-29.86,1198,486,1327
29.78,-28.56,3514,486,2644
30.16,-28.47,3514,486,2644
32.55,15.59,3514,1427,98
40.78,39.07,1198,398,2104
3.04,36.75,1198,486,1327
-90.53,14.62,3514,486,1327
114.16,22.28,3514,3514,1327
34.45,31.52,1137,683,2104
35.29,32.61,1137,683,3351
35.33,33.13,1137,683,3290
-92.56,16.34,1198,486,1327
30.06,-1.95,1137,683,1326
30.06,-1.95,1198,398,2104
30.06,-1.95,1198,486,1327
30.06,-1.95,1198,486,1327
30.06,-1.95,1198,486,1327
30.06,-1.95,1198,486,1327
30.06,-1.95,1198,486,1327
30.06,-1.95,1198,486,1327
30.06,-1.95,1198,486,1327
-0.13,51.5,1137,683,1327
15.32,-4.32,1137,683,3269
3.04,36.75,1198,486,3553
-74.08,4.6,1137,683,725
9.18,48.78,2077,398,2585
13.81,52.83,2077,398,2644
-0.05,5.92,3514,3514,2644
34.65,31.8,1198,486,2104
34.45,31.52,2077,486,2644
35.1,31.53,3536,486,2644
120.98,14.6,3514,1451,725
28.15,-26.36,3514,3514,2585
79.86,6.93,1137,683,725
79.86,6.93,1137,683,2644
79.86,6.93,1137,683,725
79.86,6.93,1137,683,725
3.59,36.56,1198,398,2104
9.4,42.02,1137,683,725
8.74,41.92,1137,683,725
10.89,49.89,2077,398,725
-10.05,5.88,2077,398,2644
-5.93,54.6,1137,683,2585
-6.49,54.79,1198,398,2104
-6.49,54.79,1198,398,2104
-6.98,54.41,1137,683,2104
-5.93,54.6,1137,683,2585
-5.93,54.6,1137,683,2585
-11.66,8.63,1198,398,2644
30.07,-27.75,1198,486,2585
29.42,-30.55,1198,486,2585
29.42,-30.55,1198,486,2585
29.77,-29.8,1198,486,2644
30.98,-29.74,1198,486,2644
79.86,6.86,1137,683,1327
40.65,38.46,1198,398,2104
41.75,38.94,1198,398,2104
31.25,30.05,1137,486,2585
44.79,41.24,1137,683,3351
72.37,23.59,1137,683,3525
34.56,31.56,2077,486,2104
35.52,33.36,1137,683,2104
-92.29,15.74,3514,1451,2352
-5.93,54.6,1137,683,2644
-5.93,54.6,1137,683,2644
-5.93,54.6,1137,683,2644
27.85,-26.25,1198,398,3553
30.82,27.44,1198,486,2585
-5.93,54.6,1137,683,2644
-100.09,17.01,3514,1451,1327
4.03,13.88,2447,398,2585
-5.93,54.6,1198,486,3290
68.78,38.54,1198,398,1327
42.49,37.42,1198,398,2104
103.74,11.12,3514,1451,2644
8.02,50.87,1482,398,725
23.65,37.94,1137,683,2104
23.72,37.98,1137,683,725
23.72,37.98,1137,683,725
-90.53,14.62,1198,1451,725
-5.93,54.6,1137,683,2644
30.06,-1.95,1198,486,2104
42.15,37.87,1137,683,2585
41.01,38.5,1198,398,2104
44.29,37.57,1198,398,2104
41.13,37.89,1137,683,3525
43.38,38.5,1198,398,2104
-66.92,10.5,1137,683,725
-66.92,10.5,1137,683,725
-66.92,10.5,1137,683,725
35.18,31.85,2077,3438,2644
35.5,33.89,1198,486,725
6.08,49.66,1137,683,725
6.33,49.55,1137,683,725
-6.33,54.18,1137,683,2585
-5.93,54.6,1198,486,2644
74.36,31.55,1137,683,725
60.6,56.83,1137,683,1327
48.18,42.12,1137,683,3351
30.33,-1.93,1198,398,2644
30.06,-1.95,1198,486,2585
3.04,36.75,3514,1451,1327
15.27,-4.26,1198,398,2585
17.81,45.34,1137,683,2585
31.18,27.18,1198,398,3350
7.57,50.81,1482,398,725
35.46,31.86,2077,3438,2644
34.92,32.43,1137,683,3351
35.21,31.77,2077,486,725
35.36,33.47,1137,683,3290
35.58,33.46,1137,683,3290
-5.93,54.6,1198,486,1327
25.8,-26.53,1137,683,725
16.93,-12.38,1198,398,2644
-85.77,15.21,3514,1451,1327
74.35,34.21,1198,398,2104
74.35,34.21,1198,398,2104
75.15,33.73,1198,398,2585
67.03,24.89,3514,486,1327
44.52,40.18,1198,486,1327
94.36,25.1,1198,398,2585
44.4,33.3,1137,683,1327
35.21,31.86,2077,3438,2104
30.87,-30.03,3514,486,2644
30.88,-29.97,3514,486,2644
30.98,-29.75,1198,486,2644
3.04,36.75,3514,486,2644
16.93,-12.38,1137,683,2644
9.41,41.92,1137,683,2104
31.32,27.05,1198,398,3351
4.84,45.76,1482,398,2644
35.59,33.54,1137,683,3290
9.41,41.92,1137,683,2104
9.37,42.38,1137,683,2585
4.84,45.76,1482,398,1089
4.84,45.76,1482,398,725
4.84,45.76,1482,398,2644
23.72,37.98,1137,683,1326
23.72,37.98,1137,683,1326
120.98,14.6,1198,1451,725
-11.2,7.86,1198,398,2644
42.07,0.52,1198,398,1326
28.13,-26.35,1198,398,2644
2.17,41.39,1137,683,2104
2.83,36.48,1198,398,2104
-58.38,-34.6,1137,683,725
-72.7,5.29,1137,683,725
9.93,51.53,2077,398,2644
35.21,31.77,2077,398,3351
35.42,33.33,1137,486,3290
45.34,2.04,1198,1451,1326
28.13,-26.35,1198,398,2644
30.95,-29.74,1482,1146,2644
51.42,35.7,1137,683,1327
35.27,32.0,2077,3438,2104
-5.93,54.6,1198,486,725
-76.26,-10.68,1198,398,2104
132.01,43.18,1198,398,2104
45.34,2.04,1198,398,2644
30.95,-29.74,1198,398,2763
-2.39,42.85,1137,683,725
-2.39,42.85,1137,683,3351
36.95,37.75,1198,398,2104
43.02,39.63,1198,398,2104
0.14,35.39,1198,486,1327
3.47,36.76,1198,486,1327
