category,id,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,year
Target Type,ISR,2,0,0,0,0,Religious Figures/Institutions,2013
Target Type,ISR,8,7,2,11,0,Religious Figures/Institutions,2014
Target Type,ISR,2,2,0,2,1,Religious Figures/Institutions,2015
Target Type,ITA,1,0,0,0,0,Religious Figures/Institutions,1976
Target Type,ITA,4,0,0,0,0,Religious Figures/Institutions,1978
Target Type,ITA,1,0,0,0,0,Religious Figures/Institutions,1979
Target Type,ITA,1,1,0,37,0,Religious Figures/Institutions,1982
Target Type,ITA,2,0,0,0,0,Religious Figures/Institutions,1983
Target Type,ITA,1,0,0,0,0,Religious Figures/Institutions,1991
Target Type,ITA,2,1,0,1,0,Religious Figures/Institutions,1994
Target Type,ITA,3,0,0,0,0,Religious Figures/Institutions,2000
Target Type,ITA,3,0,0,0,0,Religious Figures/Institutions,2003
Target Type,ITA,1,0,0,3,0,Religious Figures/Institutions,2005
Target Type,ITA,1,0,0,0,0,Religious Figures/Institutions,2009
Target Type,ITA,1,0,0,0,0,Religious Figures/Institutions,2014
Target Type,JPN,1,0,0,0,0,Religious Figures/Institutions,1978
Target Type,JPN,18,0,0,0,0,Religious Figures/Institutions,1990
Target Type,JPN,6,0,0,0,0,Religious Figures/Institutions,1992
Target Type,JPN,1,1,0,0,0,Religious Figures/Institutions,1995
Target Type,JPN,1,0,0,0,0,Religious Figures/Institutions,2008
Target Type,JPN,1,0,0,0,0,Religious Figures/Institutions,2015
Target Type,KEN,1,1,0,1,0,Religious Figures/Institutions,1992
Target Type,KEN,2,4,0,1,0,Religious Figures/Institutions,1997
Target Type,KEN,1,12,0,0,0,Religious Figures/Institutions,2005
Target Type,KEN,1,1,0,1,0,Religious Figures/Institutions,2007
Target Type,KEN,2,50,0,0,0,Religious Figures/Institutions,2008
Target Type,KEN,8,30,0,110,0,Religious Figures/Institutions,2012
Target Type,KEN,10,17,0,21,0,Religious Figures/Institutions,2013
Target Type,KEN,10,17,1,34,1,Religious Figures/Institutions,2014
Target Type,KEN,5,1,0,0,0,Religious Figures/Institutions,2015
Target Type,KHM,1,23,0,0,0,Religious Figures/Institutions,1994
Target Type,KWT,2,0,0,1,0,Religious Figures/Institutions,1992
Target Type,KWT,1,28,1,227,0,Religious Figures/Institutions,2015
Target Type,LBN,2,0,0,0,0,Religious Figures/Institutions,1975
Target Type,LBN,1,0,0,0,0,Religious Figures/Institutions,1979
Target Type,LBN,2,2,0,2,0,Religious Figures/Institutions,1981
Target Type,LBN,6,5,0,14,0,Religious Figures/Institutions,1982
Target Type,LBN,4,24,0,50,0,Religious Figures/Institutions,1983
Target Type,LBN,2,0,0,0,0,Religious Figures/Institutions,1984
Target Type,LBN,5,30,0,122,0,Religious Figures/Institutions,1985
Target Type,LBN,2,1,0,0,0,Religious Figures/Institutions,1986
Target Type,LBN,3,1,0,2,0,Religious Figures/Institutions,1987
Target Type,LBN,1,1,0,0,0,Religious Figures/Institutions,1988
Target Type,LBN,3,22,0,80,0,Religious Figures/Institutions,1989
Target Type,LBN,4,1,0,1,0,Religious Figures/Institutions,1990
Target Type,LBN,4,5,0,30,0,Religious Figures/Institutions,1991
Target Type,LBN,2,1,0,3,0,Religious Figures/Institutions,1995
Target Type,LBN,1,0,0,0,0,Religious Figures/Institutions,1997
Target Type,LBN,2,1,0,0,1,Religious Figures/Institutions,1999
Target Type,LBN,1,0,0,0,0,Religious Figures/Institutions,2000
Target Type,LBN,3,1,0,4,0,Religious Figures/Institutions,2008
Target Type,LBN,1,0,0,0,0,Religious Figures/Institutions,2011
Target Type,LBN,8,47,0,304,0,Religious Figures/Institutions,2013
Target Type,LBN,3,1,0,15,0,Religious Figures/Institutions,2014
Target Type,LBN,1,7,1,5,0,Religious Figures/Institutions,2015
Target Type,LBR,1,2,0,0,0,Religious Figures/Institutions,1990
Target Type,LBR,2,9,0,0,0,Religious Figures/Institutions,1992
Target Type,LBR,1,0,0,0,0,Religious Figures/Institutions,2002
Target Type,LBY,6,9,3,4,0,Religious Figures/Institutions,2012
Target Type,LBY,9,4,0,7,0,Religious Figures/Institutions,2013
Target Type,LBY,28,16,0,9,0,Religious Figures/Institutions,2014
Target Type,LBY,14,9,0,5,0,Religious Figures/Institutions,2015
Target Type,LCA,1,2,0,12,0,Religious Figures/Institutions,2000
Target Type,LKA,3,2,0,0,0,Religious Figures/Institutions,1984
Target Type,LKA,4,11,1,2,2,Religious Figures/Institutions,1985
Target Type,LKA,2,19,0,0,0,Religious Figures/Institutions,1986
Target Type,LKA,2,34,0,3,0,Religious Figures/Institutions,1987
Target Type,LKA,4,8,0,13,0,Religious Figures/Institutions,1988
Target Type,LKA,6,6,0,0,0,Religious Figures/Institutions,1989
Target Type,LKA,6,231,0,182,0,Religious Figures/Institutions,1990
Target Type,LKA,1,1,0,0,0,Religious Figures/Institutions,1992
Target Type,LKA,2,2,0,0,0,Religious Figures/Institutions,1995
Target Type,LKA,2,2,0,49,0,Religious Figures/Institutions,1996
Target Type,LKA,2,39,5,15,0,Religious Figures/Institutions,1998
Target Type,LKA,2,4,0,9,0,Religious Figures/Institutions,2001
Target Type,LKA,1,0,0,1,0,Religious Figures/Institutions,2004
Target Type,LKA,3,5,0,29,0,Religious Figures/Institutions,2005
Target Type,LKA,2,40,0,50,0,Religious Figures/Institutions,2006
Target Type,LKA,3,3,0,0,0,Religious Figures/Institutions,2007
Target Type,LKA,7,3,0,6,0,Religious Figures/Institutions,2008
Target Type,LKA,1,0,0,1,0,Religious Figures/Institutions,2009
Target Type,LKA,3,0,0,12,0,Religious Figures/Institutions,2013
Target Type,LKA,6,0,0,1,0,Religious Figures/Institutions,2014
Target Type,LSO,1,1,0,1,0,Religious Figures/Institutions,1983
Target Type,LSO,1,4,0,11,0,Religious Figures/Institutions,1988
Target Type,LVA,1,0,0,0,0,Religious Figures/Institutions,1995
Target Type,LVA,1,0,0,0,0,Religious Figures/Institutions,1998
Target Type,LVA,1,0,0,0,0,Religious Figures/Institutions,2000
Target Type,MEX,2,1,0,0,0,Religious Figures/Institutions,1982
Target Type,MEX,1,0,0,0,0,Religious Figures/Institutions,1994
Target Type,MEX,1,0,0,3,0,Religious Figures/Institutions,1997
Target Type,MKD,3,0,0,0,0,Religious Figures/Institutions,2001
Target Type,MLI,5,0,0,0,0,Religious Figures/Institutions,2012
Target Type,MLI,1,1,0,0,0,Religious Figures/Institutions,2015
Target Type,MLT,2,0,0,0,0,Religious Figures/Institutions,1984
Target Type,MMR,1,21,1,50,0,Religious Figures/Institutions,1983
Target Type,MMR,5,5,0,16,0,Religious Figures/Institutions,1988
Target Type,MMR,1,30,0,0,0,Religious Figures/Institutions,1992
Target Type,MMR,31,0,0,0,0,Religious Figures/Institutions,1997
Target Type,MMR,1,0,0,0,0,Religious Figures/Institutions,2005
Target Type,MMR,3,1,0,5,0,Religious Figures/Institutions,2013
Target Type,MMR,1,0,0,4,0,Religious Figures/Institutions,2015
Target Type,MNE,1,0,0,0,0,Religious Figures/Institutions,1991
Target Type,MNE,1,0,0,0,0,Religious Figures/Institutions,1992
Target Type,MNE,1,0,0,0,0,Religious Figures/Institutions,1996
Target Type,MNE,2,0,0,1,0,Religious Figures/Institutions,1999
Target Type,MNE,1,0,0,0,0,Religious Figures/Institutions,2000
Target Type,MNE,1,0,0,0,0,Religious Figures/Institutions,2007
Target Type,MOZ,1,0,0,0,0,Religious Figures/Institutions,1983
Target Type,MOZ,1,0,0,0,0,Religious Figures/Institutions,1987
Target Type,MOZ,1,1,0,0,0,Religious Figures/Institutions,1989
Target Type,MOZ,1,1,0,2,0,Religious Figures/Institutions,1991
Target Type,MOZ,1,1,0,0,0,Religious Figures/Institutions,1992
Target Type,MYS,1,0,0,0,0,Religious Figures/Institutions,2000
Target Type,MYS,2,0,0,2,0,Religious Figures/Institutions,2014
Target Type,NGA,1,20,0,0,0,Religious Figures/Institutions,1992
Target Type,NGA,2,4,0,13,0,Religious Figures/Institutions,1997
Target Type,NGA,1,0,0,1,0,Religious Figures/Institutions,2006
Target Type,NGA,1,2,0,0,0,Religious Figures/Institutions,2007
Target Type,NGA,2,76,22,0,0,Religious Figures/Institutions,2009
Target Type,NGA,5,8,0,25,0,Religious Figures/Institutions,2010
Target Type,NGA,27,98,5,130,0,Religious Figures/Institutions,2011
Target Type,NGA,61,213,18,367,0,Religious Figures/Institutions,2012
Target Type,NGA,20,109,8,60,0,Religious Figures/Institutions,2013
Target Type,NGA,35,263,11,340,0,Religious Figures/Institutions,2014
Target Type,NGA,35,275,21,364,0,Religious Figures/Institutions,2015
Target Type,NIC,1,0,0,0,0,Religious Figures/Institutions,1978
Target Type,NIC,1,0,0,0,0,Religious Figures/Institutions,1979
Target Type,NIC,1,1,0,0,0,Religious Figures/Institutions,1986
Target Type,NIC,1,2,0,0,0,Religious Figures/Institutions,1990
Target Type,NIC,1,1,0,0,0,Religious Figures/Institutions,1991
Target Type,NIC,1,0,0,0,0,Religious Figures/Institutions,1994
Target Type,NIC,7,0,0,0,0,Religious Figures/Institutions,1995
Target Type,NIC,3,0,0,0,0,Religious Figures/Institutions,1996
Target Type,NLD,1,0,0,0,0,Religious Figures/Institutions,1992
Target Type,NLD,2,0,0,0,0,Religious Figures/Institutions,1995
Target Type,NLD,1,0,0,0,0,Religious Figures/Institutions,2003
Target Type,NLD,1,0,0,0,0,Religious Figures/Institutions,2010
Target Type,NLD,1,0,0,0,0,Religious Figures/Institutions,2015
Target Type,NOR,1,0,0,0,0,Religious Figures/Institutions,2006
Target Type,NPL,2,0,0,3,0,Religious Figures/Institutions,2002
Target Type,NPL,3,2,0,25,0,Religious Figures/Institutions,2005
Target Type,NPL,4,3,0,8,0,Religious Figures/Institutions,2008
Target Type,NPL,1,3,0,12,0,Religious Figures/Institutions,2009
Target Type,NPL,1,0,0,0,0,Religious Figures/Institutions,2013
Target Type,NPL,4,0,0,2,0,Religious Figures/Institutions,2015
Target Type,PAK,1,1,0,2,0,Religious Figures/Institutions,1981
Target Type,PAK,1,1,0,5,0,Religious Figures/Institutions,1986
Target Type,PAK,1,7,0,11,0,Religious Figures/Institutions,1987
Target Type,PAK,1,1,0,0,0,Religious Figures/Institutions,1988
Target Type,PAK,7,12,0,86,0,Religious Figures/Institutions,1990
Target Type,PAK,5,12,0,47,0,Religious Figures/Institutions,1991
Target Type,PAK,4,17,0,19,0,Religious Figures/Institutions,1992
Target Type,PAK,12,20,0,129,0,Religious Figures/Institutions,1994
Target Type,PAK,13,76,0,79,0,Religious Figures/Institutions,1995
Target Type,PAK,5,28,0,72,0,Religious Figures/Institutions,1996
Target Type,PAK,12,28,0,41,0,Religious Figures/Institutions,1997
Target Type,PAK,3,4,0,43,0,Religious Figures/Institutions,1998
Target Type,PAK,7,52,0,51,0,Religious Figures/Institutions,1999
Target Type,PAK,3,21,0,28,0,Religious Figures/Institutions,2000
Target Type,PAK,7,36,0,39,0,Religious Figures/Institutions,2001
Target Type,PAK,5,30,0,90,0,Religious Figures/Institutions,2002
Target Type,PAK,3,63,3,61,0,Religious Figures/Institutions,2003
Target Type,PAK,9,57,3,174,1,Religious Figures/Institutions,2004
Target Type,PAK,7,90,5,142,0,Religious Figures/Institutions,2005
Target Type,PAK,4,9,0,2,0,Religious Figures/Institutions,2006
Target Type,PAK,8,196,2,361,0,Religious Figures/Institutions,2007
Target Type,PAK,20,89,4,121,0,Religious Figures/Institutions,2008
Target Type,PAK,24,189,10,537,0,Religious Figures/Institutions,2009
Target Type,PAK,27,314,13,444,1,Religious Figures/Institutions,2010
Target Type,PAK,28,83,4,146,1,Religious Figures/Institutions,2011
Target Type,PAK,51,79,3,170,0,Religious Figures/Institutions,2012
Target Type,PAK,93,376,10,820,0,Religious Figures/Institutions,2013
Target Type,PAK,89,104,0,169,1,Religious Figures/Institutions,2014
Target Type,PAK,43,158,9,245,0,Religious Figures/Institutions,2015
Target Type,PER,1,0,0,0,0,Religious Figures/Institutions,1980
Target Type,PER,1,0,0,0,0,Religious Figures/Institutions,1981
Target Type,PER,1,0,0,5,0,Religious Figures/Institutions,1983
Target Type,PER,1,20,0,40,0,Religious Figures/Institutions,1984
Target Type,PER,2,8,0,0,0,Religious Figures/Institutions,1985
Target Type,PER,2,27,0,10,0,Religious Figures/Institutions,1986
Target Type,PER,4,0,0,0,0,Religious Figures/Institutions,1987
Target Type,PER,4,0,0,0,0,Religious Figures/Institutions,1988
Target Type,PER,3,1,0,0,0,Religious Figures/Institutions,1989
Target Type,PER,5,12,0,0,0,Religious Figures/Institutions,1990
Target Type,PER,8,10,0,7,0,Religious Figures/Institutions,1991
Target Type,PER,3,1,0,3,0,Religious Figures/Institutions,1992
Target Type,PER,2,0,0,9,0,Religious Figures/Institutions,1994
Target Type,PER,1,1,0,0,0,Religious Figures/Institutions,1997
Target Type,PHL,1,0,0,0,0,Religious Figures/Institutions,1976
Target Type,PHL,1,13,0,161,0,Religious Figures/Institutions,1981
Target Type,PHL,3,2,0,0,0,Religious Figures/Institutions,1985
Target Type,PHL,2,0,0,0,0,Religious Figures/Institutions,1986
Target Type,PHL,7,0,0,0,0,Religious Figures/Institutions,1987
Target Type,PHL,3,1,0,2,0,Religious Figures/Institutions,1988
Target Type,PHL,2,39,0,8,0,Religious Figures/Institutions,1989
Target Type,PHL,8,6,0,48,0,Religious Figures/Institutions,1991
Target Type,PHL,4,14,0,120,0,Religious Figures/Institutions,1992
Target Type,PHL,3,3,2,4,0,Religious Figures/Institutions,1994
Target Type,PHL,4,0,0,3,0,Religious Figures/Institutions,1996
Target Type,PHL,2,2,0,4,0,Religious Figures/Institutions,1997
Target Type,PHL,1,0,0,9,0,Religious Figures/Institutions,1999
Target Type,PHL,4,2,1,10,0,Religious Figures/Institutions,2000
Target Type,PHL,1,1,0,0,0,Religious Figures/Institutions,2001
Target Type,PHL,1,0,0,0,0,Religious Figures/Institutions,2002
Target Type,PHL,2,1,1,6,1,Religious Figures/Institutions,2003
Target Type,PHL,1,0,0,0,0,Religious Figures/Institutions,2005
Target Type,PHL,1,0,0,20,0,Religious Figures/Institutions,2006
Target Type,PHL,1,0,0,0,0,Religious Figures/Institutions,2007
Target Type,PHL,6,1,0,0,0,Religious Figures/Institutions,2008
Target Type,PHL,7,6,0,35,0,Religious Figures/Institutions,2009
Target Type,PHL,6,1,0,23,0,Religious Figures/Institutions,2010
Target Type,PHL,2,2,0,0,0,Religious Figures/Institutions,2011
Target Type,PHL,3,0,0,1,0,Religious Figures/Institutions,2012
Target Type,PHL,9,12,0,15,0,Religious Figures/Institutions,2013
Target Type,PHL,5,7,0,11,0,Religious Figures/Institutions,2014
Target Type,PHL,7,2,0,7,0,Religious Figures/Institutions,2015
Target Type,PNG,1,0,0,0,0,Religious Figures/Institutions,1990
Target Type,POL,1,0,0,0,0,Religious Figures/Institutions,1997
Target Type,PRT,1,0,0,0,0,Religious Figures/Institutions,1986
Target Type,PSE,2,0,0,0,0,Religious Figures/Institutions,1979
Target Type,PSE,1,0,0,0,0,Religious Figures/Institutions,1980
Target Type,PSE,2,1,0,2,0,Religious Figures/Institutions,1982
Target Type,PSE,4,0,0,5,0,Religious Figures/Institutions,1983
Target Type,PSE,2,0,0,1,0,Religious Figures/Institutions,1984
Target Type,PSE,1,1,0,1,0,Religious Figures/Institutions,1992
Target Type,PSE,2,48,0,100,0,Religious Figures/Institutions,1994
Target Type,PSE,1,0,0,1,0,Religious Figures/Institutions,1996
Target Type,PSE,1,1,1,5,0,Religious Figures/Institutions,1997
Target Type,PSE,2,1,0,0,0,Religious Figures/Institutions,1998
Target Type,PSE,1,2,0,5,0,Religious Figures/Institutions,2000
Target Type,PSE,1,3,0,0,0,Religious Figures/Institutions,2001
Target Type,PSE,1,1,0,1,0,Religious Figures/Institutions,2002
Target Type,PSE,1,0,0,0,0,Religious Figures/Institutions,2004
Target Type,PSE,1,1,0,0,0,Religious Figures/Institutions,2007
Target Type,PSE,1,0,0,0,0,Religious Figures/Institutions,2008
Target Type,PSE,1,0,0,0,0,Religious Figures/Institutions,2010
Target Type,PSE,3,0,0,0,0,Religious Figures/Institutions,2011
Target Type,PSE,2,0,0,0,0,Religious Figures/Institutions,2012
Target Type,PSE,4,0,0,0,0,Religious Figures/Institutions,2013
Target Type,PSE,5,0,0,1,0,Religious Figures/Institutions,2014
Target Type,PSE,7,6,2,2,0,Religious Figures/Institutions,2015
Target Type,RUS,2,0,0,0,0,Religious Figures/Institutions,1992
Target Type,RUS,2,0,0,0,0,Religious Figures/Institutions,1996
Target Type,RUS,1,0,0,0,0,Religious Figures/Institutions,1997
Target Type,RUS,3,3,0,2,0,Religious Figures/Institutions,1998
Target Type,RUS,4,1,0,0,0,Religious Figures/Institutions,1999
Target Type,RUS,3,22,0,21,0,Religious Figures/Institutions,2000
Target Type,RUS,2,3,0,0,0,Religious Figures/Institutions,2001
Target Type,RUS,1,0,0,0,0,Religious Figures/Institutions,2005
Target Type,RUS,1,1,0,0,0,Religious Figures/Institutions,2006
Target Type,RUS,1,1,0,0,0,Religious Figures/Institutions,2007
Target Type,RUS,4,0,0,7,0,Religious Figures/Institutions,2008
Target Type,RUS,9,4,0,4,0,Religious Figures/Institutions,2009
Target Type,RUS,13,4,0,1,0,Religious Figures/Institutions,2010
Target Type,RUS,14,8,0,3,0,Religious Figures/Institutions,2011
Target Type,RUS,13,18,1,9,0,Religious Figures/Institutions,2012
Target Type,RUS,12,7,6,3,0,Religious Figures/Institutions,2013
Target Type,RUS,3,4,0,6,0,Religious Figures/Institutions,2014
Target Type,RUS,6,3,0,1,0,Religious Figures/Institutions,2015
Target Type,RWA,3,4,0,0,0,Religious Figures/Institutions,1992
Target Type,RWA,4,103,0,0,0,Religious Figures/Institutions,1994
Target Type,RWA,2,18,0,0,0,Religious Figures/Institutions,1997
Target Type,RWA,2,0,0,0,0,Religious Figures/Institutions,1998
Target Type,SAU,1,5,0,10,0,Religious Figures/Institutions,1979
Target Type,SAU,3,1,0,16,0,Religious Figures/Institutions,1989
Target Type,SAU,1,7,0,101,0,Religious Figures/Institutions,1995
Target Type,SAU,1,7,0,13,0,Religious Figures/Institutions,2014
Target Type,SAU,8,55,5,135,0,Religious Figures/Institutions,2015
Target Type,SDN,1,0,0,0,0,Religious Figures/Institutions,1984
Target Type,SDN,1,0,0,0,0,Religious Figures/Institutions,1989
Target Type,SDN,1,16,0,20,0,Religious Figures/Institutions,1994
Target Type,SDN,1,0,0,0,0,Religious Figures/Institutions,1996
Target Type,SDN,1,21,1,40,0,Religious Figures/Institutions,2000
Target Type,SDN,2,17,0,10,0,Religious Figures/Institutions,2014
Target Type,SDN,4,0,0,1,0,Religious Figures/Institutions,2015
Target Type,SEN,1,2,0,50,0,Religious Figures/Institutions,1990
Target Type,SLV,8,20,0,0,0,Religious Figures/Institutions,1979
Target Type,SLV,12,14,0,5,0,Religious Figures/Institutions,1980
Target Type,SLV,2,1,0,5,0,Religious Figures/Institutions,1981
Target Type,SLV,1,0,0,0,0,Religious Figures/Institutions,1983
Target Type,SLV,1,0,0,0,0,Religious Figures/Institutions,1988
Target Type,SLV,4,9,0,6,0,Religious Figures/Institutions,1989
Target Type,SOM,1,1,0,0,0,Religious Figures/Institutions,1992
Target Type,SOM,1,3,0,4,0,Religious Figures/Institutions,1996
Target Type,SOM,1,1,0,0,0,Religious Figures/Institutions,1999
Target Type,SOM,1,1,0,3,0,Religious Figures/Institutions,2005
Target Type,SOM,1,0,0,0,0,Religious Figures/Institutions,2006
Target Type,SOM,2,2,0,5,0,Religious Figures/Institutions,2008
Target Type,SOM,6,28,0,13,0,Religious Figures/Institutions,2009
Target Type,SOM,4,6,0,21,0,Religious Figures/Institutions,2010
Target Type,SOM,4,2,0,3,0,Religious Figures/Institutions,2011
Target Type,SOM,3,4,0,23,0,Religious Figures/Institutions,2012
Target Type,SOM,4,3,0,2,0,Religious Figures/Institutions,2013
Target Type,SOM,7,4,0,0,0,Religious Figures/Institutions,2014
Target Type,SOM,5,4,0,1,0,Religious Figures/Institutions,2015
Target Type,SSD,2,287,0,400,0,Religious Figures/Institutions,2014
Target Type,SWE,1,0,0,0,0,Religious Figures/Institutions,1990
Target Type,SWE,1,0,0,0,0,Religious Figures/Institutions,2014
Target Type,SWE,1,0,0,0,0,Religious Figures/Institutions,2015
Target Type,SYR,2,1,0,0,0,Religious Figures/Institutions,1979
Target Type,SYR,2,2,0,0,0,Religious Figures/Institutions,1980
Target Type,SYR,1,0,0,0,0,Religious Figures/Institutions,1982
Target Type,SYR,12,41,0,50,0,Religious Figures/Institutions,2012
Target Type,SYR,23,168,4,137,0,Religious Figures/Institutions,2013
Target Type,SYR,12,50,0,61,0,Religious Figures/Institutions,2014
Target Type,SYR,17,62,1,141,0,Religious Figures/Institutions,2015
Target Type,THA,1,2,0,0,0,Religious Figures/Institutions,1974
Target Type,THA,1,0,0,0,0,Religious Figures/Institutions,1988
Target Type,THA,1,0,0,1,0,Religious Figures/Institutions,2003
Target Type,THA,2,1,0,2,0,Religious Figures/Institutions,2004
Target Type,THA,6,5,0,9,0,Religious Figures/Institutions,2005
Target Type,THA,1,0,0,2,0,Religious Figures/Institutions,2006
Target Type,THA,6,22,0,30,0,Religious Figures/Institutions,2007
Target Type,THA,3,3,0,18,0,Religious Figures/Institutions,2008
Target Type,THA,6,15,0,22,0,Religious Figures/Institutions,2009
Target Type,THA,3,2,0,6,0,Religious Figures/Institutions,2010
Target Type,THA,3,5,0,4,0,Religious Figures/Institutions,2011
Target Type,THA,5,6,0,8,0,Religious Figures/Institutions,2012
Target Type,THA,4,1,0,1,0,Religious Figures/Institutions,2013
Target Type,THA,6,8,0,11,0,Religious Figures/Institutions,2014
Target Type,THA,5,24,0,129,0,Religious Figures/Institutions,2015
Target Type,TJK,1,1,0,0,0,Religious Figures/Institutions,1995
Target Type,TJK,1,5,0,0,0,Religious Figures/Institutions,1996
Target Type,TJK,1,7,0,70,0,Religious Figures/Institutions,2000
Target Type,TTO,1,0,0,14,0,Religious Figures/Institutions,1983
Target Type,TUN,2,31,2,50,0,Religious Figures/Institutions,2002
Target Type,TUN,1,0,0,0,0,Religious Figures/Institutions,2012
Target Type,TUN,4,0,0,0,0,Religious Figures/Institutions,2013
Target Type,TUN,1,1,0,0,0,Religious Figures/Institutions,2015
Target Type,TUR,1,21,0,3,0,Religious Figures/Institutions,1986
Target Type,TUR,1,1,0,0,0,Religious Figures/Institutions,1990
Target Type,TUR,1,0,0,1,0,Religious Figures/Institutions,1991
Target Type,TUR,7,15,1,1,0,Religious Figures/Institutions,1992
Target Type,TUR,7,0,0,4,0,Religious Figures/Institutions,1994
Target Type,TUR,2,0,0,0,0,Religious Figures/Institutions,1995
Target Type,TUR,1,0,0,0,0,Religious Figures/Institutions,1996
Target Type,TUR,1,0,0,1,0,Religious Figures/Institutions,1997
Target Type,TUR,2,22,2,302,0,Religious Figures/Institutions,2003
Target Type,TUR,1,1,0,0,0,Religious Figures/Institutions,2010
Target Type,TUR,1,0,0,0,0,Religious Figures/Institutions,2011
Target Type,TUR,2,0,0,1,0,Religious Figures/Institutions,2014
Target Type,TUR,2,0,0,0,0,Religious Figures/Institutions,2015
Target Type,TZA,1,0,0,0,0,Religious Figures/Institutions,1995
Target Type,TZA,4,1,0,1,0,Religious Figures/Institutions,2013
Target Type,TZA,5,1,0,10,0,Religious Figures/Institutions,2014
Target Type,TZA,6,0,0,0,0,Religious Figures/Institutions,2015
Target Type,UGA,2,6,0,0,0,Religious Figures/Institutions,1988
Target Type,UGA,1,1,0,1,0,Religious Figures/Institutions,1990
Target Type,UGA,3,5,0,1,0,Religious Figures/Institutions,1994
Target Type,UGA,1,6,0,0,0,Religious Figures/Institutions,1997
Target Type,UGA,2,5,3,0,0,Religious Figures/Institutions,2000
Target Type,UGA,2,4,0,0,0,Religious Figures/Institutions,2001
Target Type,UGA,2,0,0,0,0,Religious Figures/Institutions,2002
Target Type,UGA,2,1,0,1,0,Religious Figures/Institutions,2003
Target Type,UGA,4,5,0,0,0,Religious Figures/Institutions,2012
Target Type,UGA,2,2,0,0,0,Religious Figures/Institutions,2014
Target Type,UGA,5,2,0,1,0,Religious Figures/Institutions,2015
Target Type,UKR,1,0,0,0,0,Religious Figures/Institutions,1991
Target Type,UKR,1,1,0,8,0,Religious Figures/Institutions,2010
Target Type,UKR,2,0,0,0,0,Religious Figures/Institutions,2013
Target Type,UKR,6,4,0,4,0,Religious Figures/Institutions,2014
Target Type,UKR,4,0,0,0,0,Religious Figures/Institutions,2015
Target Type,USA,9,0,0,0,0,Religious Figures/Institutions,1970
Target Type,USA,4,0,0,0,0,Religious Figures/Institutions,1971
Target Type,USA,2,8,0,2,0,Religious Figures/Institutions,1973
Target Type,USA,1,4,0,0,0,Religious Figures/Institutions,1974
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1976
Target Type,USA,3,0,0,0,0,Religious Figures/Institutions,1977
Target Type,USA,1,0,0,1,0,Religious Figures/Institutions,1978
Target Type,USA,4,0,0,1,0,Religious Figures/Institutions,1979
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1980
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1981
Target Type,USA,2,1,0,0,0,Religious Figures/Institutions,1982
Target Type,USA,5,3,2,0,0,Religious Figures/Institutions,1983
Target Type,USA,5,0,0,0,0,Religious Figures/Institutions,1984
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1985
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1986
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1988
Target Type,USA,5,1,0,2,0,Religious Figures/Institutions,1990
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,1991
Target Type,USA,2,0,0,3,0,Religious Figures/Institutions,1994
Target Type,USA,5,0,0,0,0,Religious Figures/Institutions,1995
Target Type,USA,3,0,0,1,0,Religious Figures/Institutions,1996
Target Type,USA,3,1,0,0,0,Religious Figures/Institutions,1997
Target Type,USA,6,0,0,6,0,Religious Figures/Institutions,1999
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,2004
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,2005
Target Type,USA,4,2,0,9,0,Religious Figures/Institutions,2008
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,2010
Target Type,USA,1,0,0,0,0,Religious Figures/Institutions,2011
Target Type,USA,7,7,1,4,0,Religious Figures/Institutions,2012
Target Type,USA,2,0,0,0,0,Religious Figures/Institutions,2013
Target Type,USA,7,3,0,0,0,Religious Figures/Institutions,2014
Target Type,USA,16,9,0,1,0,Religious Figures/Institutions,2015
Target Type,VAT,1,0,0,3,0,Religious Figures/Institutions,1981
Target Type,VEN,1,0,0,0,0,Religious Figures/Institutions,1986
Target Type,VEN,1,0,0,0,0,Religious Figures/Institutions,1990
Target Type,VEN,2,0,0,0,0,Religious Figures/Institutions,1991
Target Type,VEN,1,0,0,1,0,Religious Figures/Institutions,2001
Target Type,VEN,1,0,0,0,0,Religious Figures/Institutions,2009
Target Type,XKX,1,0,0,0,0,Religious Figures/Institutions,1999
Target Type,XKX,3,0,0,3,0,Religious Figures/Institutions,2000
Target Type,XKX,1,0,0,5,0,Religious Figures/Institutions,2001
Target Type,XKX,1,0,0,0,0,Religious Figures/Institutions,2006
Target Type,XKX,1,0,0,0,0,Religious Figures/Institutions,2014
Target Type,YEM,1,3,0,0,0,Religious Figures/Institutions,1998
Target Type,YEM,1,0,0,0,0,Religious Figures/Institutions,2001
Target Type,YEM,1,3,0,1,0,Religious Figures/Institutions,2002
Target Type,YEM,1,8,0,0,0,Religious Figures/Institutions,2003
Target Type,YEM,1,3,2,9,0,Religious Figures/Institutions,2006
Target Type,YEM,1,0,0,33,0,Religious Figures/Institutions,2007
