lon,lat,k,type
30.2987704918,22.3123770492,6,3269
76.2979615385,27.0198461538,6,3269
-84.8513106796,12.4483495146,6,3269
1.93616161616,42.9652525253,6,3269
59.2734857143,20.464,2,1206
-77.1004854369,-3.48349514563,2,1206
-77.1004854369,-3.48349514563,3,1206
88.5069512195,21.9274390244,3,1206
33.4977419355,19.173655914,3,1206
105.563181818,12.8804545455,4,1206
-77.1004854369,-3.48349514563,4,1206
30.7297222222,-7.10527777778,4,1206
48.6506315789,34.4236842105,4,1206
31.5242857143,-7.878,5,1206
-77.1004854369,-3.48349514563,5,1206
34.6886206897,35.4979310345,5,1206
73.6850877193,27.7107017544,5,1206
122.3008,8.7416,5,1206
31.5242857143,-7.878,6,1206
-75.5233898305,-15.1894915254,6,1206
34.6886206897,35.4979310345,6,1206
122.3008,8.7416,6,1206
73.6850877193,27.7107017544,6,1206
-79.2152272727,12.2131818182,6,1206
53.802936547,29.8565469749,2,3290
-21.1048868778,36.3087330317,2,3290
32.5983412043,34.1489020071,3,3290
-78.1840707965,4.95938053097,3,3290
80.3386526946,27.4523502994,3,3290
-1.89358490566,48.5694025157,4,3290
40.5695857558,30.8162572674,4,3290
80.3386526946,27.4523502994,4,3290
-78.1840707965,4.95938053097,4,3290
40.5695857558,30.8162572674,5,3290
-78.1840707965,4.95938053097,5,3290
75.6952173913,29.1565050167,5,3290
-1.89358490566,48.5694025157,5,3290
120.006857143,12.894,5,3290
40.4381833333,34.0018,6,3290
-78.1840707965,4.95938053097,6,3290
119.380555556,13.0981944444,6,3290
41.1512921348,9.3143258427,6,3290
-1.99101265823,48.6966139241,6,3290
75.6221812081,29.186409396,6,3290
43.4086904762,19.9828571429,2,2447
4.9032173913,46.8037391304,2,2447
4.2528440367,47.7616513761,3,2447
34.1999288256,19.1402491103,3,2447
83.2040983607,24.7908196721,3,2447
28.2739473684,5.84217105263,4,2447
28.4689956332,41.9034934498,4,2447
83.2040983607,24.7908196721,4,2447
-82.5888888889,11.1688888889,4,2447
28.1380794702,5.77523178808,5,2447
12.5681372549,50.9241176471,5,2447
83.5566666667,24.6301666667,5,2447
-82.5888888889,11.1688888889,5,2447
41.4596124031,34.5117829457,5,2447
40.6836363636,34.4836363636,6,2447
28.1380794702,5.77523178808,6,2447
71.8248717949,31.391025641,6,2447
-82.5888888889,11.1688888889,6,2447
12.2239795918,51.632755102,6,2447
103.376363636,13.0904545455,6,2447
56.5606763285,19.0914492754,2,2032
-77.0677777778,8.84069444444,2,2032
23.4460176991,22.3225663717,3,2032
94.09125,15.2585416667,3,2032
-78.8997142857,8.58842857143,3,2032
48.0804054054,20.512027027,4,2032
-78.8997142857,8.58842857143,4,2032
100.877105263,11.3326315789,4,2032
7.75508474576,27.2559322034,4,2032
7.56263157895,28.5224561404,5,2032
80.4532258065,19.025483871,5,2032
-78.8997142857,8.58842857143,5,2032
39.6130357143,16.0119642857,5,2032
118.960588235,8.38941176471,5,2032
4.7948,5.7196,6,2032
80.4532258065,19.025483871,6,2032
-78.8997142857,8.58842857143,6,2032
17.0853061224,39.6189795918,6,2032
118.960588235,8.38941176471,6,2032
43.3935897436,11.2341025641,6,2032
-95.2896484375,38.1605859375,2,34
38.7033333333,49.0516666667,2,34
-117.7325,40.2325,3,34
-85.0883522727,37.2188068182,3,34
38.7033333333,49.0516666667,3,34
-85.0883522727,37.2188068182,4,34
-117.7325,40.2325,4,34
105.27,40.01,4,34
5.42,53.5725,4,34
-120.036567164,40.8373134328,5,34
-79.9854545455,36.6493636364,5,34
105.27,40.01,5,34
-95.6113924051,37.9946835443,5,34
5.42,53.5725,5,34
-120.036567164,40.8373134328,6,34
-80.4636283186,37.483539823,6,34
5.42,53.5725,6,34
105.27,40.01,6,34
-96.0124,37.7596,6,34
-58.38,-34.6,6,34
50.1095348436,28.1675029139,2,3674
-79.5068999408,3.26160508842,2,3674
83.4846159231,24.0854705483,3,3674
-79.7566948286,3.21413814726,3,3674
27.9076321886,30.8479754702,3,3674
-79.7566948286,3.21413814726,4,3674
37.4102698864,25.893670006,4,3674
83.5107518704,24.0726702941,4,3674
2.47571657969,44.1631382979,4,3674
-79.7566948286,3.21413814726,5,3674
74.4037820665,28.2402146115,5,3674
2.47699729079,44.1570745535,5,3674
115.838350244,9.31089815859,5,3674
37.3905880702,25.8786947573,5,3674
-79.7566948286,3.21413814726,6,3674
40.1107684367,33.9332787594,6,3674
2.41595214869,44.8150906197,6,3674
115.840194494,9.30977074133,6,3674
27.0036191019,-1.78400945318,6,3674
74.4152348037,28.226554981,6,3674
